Year	Month	DayofMonth	DayOfWeek	DepTime	CRSDepTime	ArrTime	CRSArrTime	UniqueCarrier	FlightNum	TailNum	ActualElapsedTime	CRSElapsedTime	AirTime	ArrDelay	DepDelay	Origin	Dest	Distance	TaxiIn	TaxiOut	Cancelled	Diverted	OrigAirport	OrigCity	OrigState	OrigLat	OrigLong	DestAirport	DestCity	DestState	DestLat	DestLong
2002	5	31	5	543	550	743	756	NW	420	N753NW	60	66	43	-13	-7	MKE	DTW	238	7	10	0	0	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	1	3	1542	1545	1743	1753	NW	422	N767NC	61	68	41	-10	-3	MKE	DTW	238	8	12	0	0	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	2	4	1544	1545	1746	1753	NW	422	N759NW	62	68	42	-7	-1	MKE	DTW	238	11	9	0	0	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	3	5	1538	1545	1744	1753	NW	422	N753NW	66	68	46	-9	-7	MKE	DTW	238	8	12	0	0	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	4	6	1537	1545	1748	1753	NW	422	N750NW	71	68	43	-5	-8	MKE	DTW	238	9	19	0	0	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	5	7	1542	1545	1751	1753	NW	422	N755NW	69	68	43	-2	-3	MKE	DTW	238	9	17	0	0	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	6	1	1631	1545	1833	1753	NW	422	N754NW	62	68	43	40	46	MKE	DTW	238	10	9	0	0	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	7	2	1543	1545	1755	1753	NW	422	N962N	72	68	51	2	-2	MKE	DTW	238	13	8	0	0	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	8	3	1544	1545	1806	1753	NW	422	N750NW	82	68	54	13	-1	MKE	DTW	238	11	17	0	0	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	9	4	1540	1545	1746	1753	NW	422	N760NW	66	68	45	-7	-5	MKE	DTW	238	13	8	0	0	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	10	5	1539	1545	1740	1753	NW	422	N756NW	61	68	42	-13	-6	MKE	DTW	238	10	9	0	0	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	11	6	1538	1545	1749	1753	NW	422	N758NW	71	68	46	-4	-7	MKE	DTW	238	16	9	0	0	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	12	7	1539	1545	1751	1753	NW	422	N9342	72	68	40	-2	-6	MKE	DTW	238	18	14	0	0	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	13	1	1539	1545	1745	1753	NW	422	N754NW	66	68	45	-8	-6	MKE	DTW	238	11	10	0	0	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	14	2	1539	1545	1752	1753	NW	422	N786NC	73	68	51	-1	-6	MKE	DTW	238	13	9	0	0	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	15	3	1540	1545	1748	1753	NW	422	N604NW	68	68	42	-5	-5	MKE	DTW	238	12	14	0	0	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	16	4	1540	1545	1752	1753	NW	422	N753NW	72	68	50	-1	-5	MKE	DTW	238	12	10	0	0	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	17	5	1635	1545	1843	1753	NW	422	N3324L	68	68	42	50	50	MKE	DTW	238	9	17	0	0	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	18	6	1540	1545	1754	1753	NW	422	N9343	74	68	46	1	-5	MKE	DTW	238	19	9	0	0	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	19	7	1540	1545	1801	1753	NW	422	N9338	81	68	49	8	-5	MKE	DTW	238	14	18	0	0	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	20	1	1536	1545	1752	1753	NW	422	N758NW	76	68	50	-1	-9	MKE	DTW	238	9	17	0	0	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	21	2	1539	1545	1743	1753	NW	422	N755NW	64	68	44	-10	-6	MKE	DTW	238	12	8	0	0	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	22	3	1541	1545	1746	1753	NW	422	N751NW	65	68	45	-7	-4	MKE	DTW	238	9	11	0	0	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	23	4	1541	1545	1755	1753	NW	422	N752NW	74	68	47	2	-4	MKE	DTW	238	12	15	0	0	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	24	5	1541	1545	1751	1753	NW	422	N756NW	70	68	45	-2	-4	MKE	DTW	238	10	15	0	0	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	25	6	1537	1545	1852	1753	NW	422	N615NW	135	68	43	59	-8	MKE	DTW	238	10	82	0	0	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	26	7	1541	1545	1755	1753	NW	422	N760NW	74	68	45	2	-4	MKE	DTW	238	14	15	0	0	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	27	1	1540	1545	1741	1753	NW	422	N752NW	61	68	41	-12	-5	MKE	DTW	238	10	10	0	0	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	28	2	1539	1545	1748	1753	NW	422	N750NW	69	68	41	-5	-6	MKE	DTW	238	20	8	0	0	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	29	3	1541	1545	1750	1753	NW	422	N762NW	69	68	45	-3	-4	MKE	DTW	238	10	14	0	0	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	30	4	1541	1545	1744	1753	NW	422	N750NW	63	68	48	-9	-4	MKE	DTW	238	6	9	0	0	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	31	5	1538	1545	1738	1753	NW	422	N760NW	60	68	41	-15	-7	MKE	DTW	238	9	10	0	0	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	1	3	1603	1610	1806	1812	NW	423	N782NC	123	122	100	-6	-7	BDL	DTW	548	11	12	0	0	Bradley International	Windsor Locks	CT	41.93887417	-72.68322833	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	2	4	1605	1610	1813	1812	NW	423	N764NC	128	122	109	1	-5	BDL	DTW	548	5	14	0	0	Bradley International	Windsor Locks	CT	41.93887417	-72.68322833	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	3	5	1718	1610	1911	1812	NW	423	N670MC	113	122	97	59	68	BDL	DTW	548	7	9	0	0	Bradley International	Windsor Locks	CT	41.93887417	-72.68322833	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	4	6	1604	1610	1756	1812	NW	423	N781NC	112	122	87	-16	-6	BDL	DTW	548	11	14	0	0	Bradley International	Windsor Locks	CT	41.93887417	-72.68322833	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	5	7	1559	1610	1741	1812	NW	423	N779NC	102	122	84	-31	-11	BDL	DTW	548	7	11	0	0	Bradley International	Windsor Locks	CT	41.93887417	-72.68322833	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	6	1	1600	1610	1759	1812	NW	423	N777NC	119	122	97	-13	-10	BDL	DTW	548	7	15	0	0	Bradley International	Windsor Locks	CT	41.93887417	-72.68322833	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	7	2	1608	1610	1805	1812	NW	423	N753NW	117	122	97	-7	-2	BDL	DTW	548	8	12	0	0	Bradley International	Windsor Locks	CT	41.93887417	-72.68322833	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	8	3	1606	1610	1811	1812	NW	423	N787NC	125	122	104	-1	-4	BDL	DTW	548	8	13	0	0	Bradley International	Windsor Locks	CT	41.93887417	-72.68322833	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	9	4	1603	1610	1759	1812	NW	423	N762NC	116	122	91	-13	-7	BDL	DTW	548	6	19	0	0	Bradley International	Windsor Locks	CT	41.93887417	-72.68322833	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	10	5	1605	1610	1824	1812	NW	423	N778NC	139	122	109	12	-5	BDL	DTW	548	8	22	0	0	Bradley International	Windsor Locks	CT	41.93887417	-72.68322833	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	11	6	1603	1610	1808	1812	NW	423	N775NC	125	122	100	-4	-7	BDL	DTW	548	12	13	0	0	Bradley International	Windsor Locks	CT	41.93887417	-72.68322833	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	12	7	1617	1610	1820	1812	NW	423	N775NC	123	122	99	8	7	BDL	DTW	548	13	11	0	0	Bradley International	Windsor Locks	CT	41.93887417	-72.68322833	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	13	1	1606	1610	1807	1812	NW	423	N9334	121	122	98	-5	-4	BDL	DTW	548	12	11	0	0	Bradley International	Windsor Locks	CT	41.93887417	-72.68322833	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	14	2	1606	1610	1807	1812	NW	423	N612NW	121	122	91	-5	-4	BDL	DTW	548	13	17	0	0	Bradley International	Windsor Locks	CT	41.93887417	-72.68322833	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	15	3	1652	1610	1848	1812	NW	423	N783NC	116	122	89	36	42	BDL	DTW	548	7	20	0	0	Bradley International	Windsor Locks	CT	41.93887417	-72.68322833	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	16	4	1603	1610	1816	1812	NW	423	N9339	133	122	105	4	-7	BDL	DTW	548	11	17	0	0	Bradley International	Windsor Locks	CT	41.93887417	-72.68322833	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	17	5	1605	1610	1803	1812	NW	423	N779NC	118	122	95	-9	-5	BDL	DTW	548	9	14	0	0	Bradley International	Windsor Locks	CT	41.93887417	-72.68322833	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	18	6	1600	1610	1805	1812	NW	423	N777NC	125	122	110	-7	-10	BDL	DTW	548	5	10	0	0	Bradley International	Windsor Locks	CT	41.93887417	-72.68322833	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	19	7	1600	1610	1803	1812	NW	423	N784NC	123	122	102	-9	-10	BDL	DTW	548	11	10	0	0	Bradley International	Windsor Locks	CT	41.93887417	-72.68322833	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	20	1	1707	1610	1853	1812	NW	423	N759NW	106	122	84	41	57	BDL	DTW	548	7	15	0	0	Bradley International	Windsor Locks	CT	41.93887417	-72.68322833	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	21	2	1601	1610	1732	1812	NW	423	N762NW	91	122	78	-40	-9	BDL	DTW	548	4	9	0	0	Bradley International	Windsor Locks	CT	41.93887417	-72.68322833	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	22	3	1601	1610	1759	1812	NW	423	N9332	118	122	83	-13	-9	BDL	DTW	548	23	12	0	0	Bradley International	Windsor Locks	CT	41.93887417	-72.68322833	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	23	4	1605	1610	1759	1812	NW	423	N676MC	114	122	92	-13	-5	BDL	DTW	548	9	13	0	0	Bradley International	Windsor Locks	CT	41.93887417	-72.68322833	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	24	5	1603	1610	1802	1812	NW	423	N777NC	119	122	101	-10	-7	BDL	DTW	548	7	11	0	0	Bradley International	Windsor Locks	CT	41.93887417	-72.68322833	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	25	6	1602	1610	1811	1812	NW	423	N600TR	129	122	110	-1	-8	BDL	DTW	548	8	11	0	0	Bradley International	Windsor Locks	CT	41.93887417	-72.68322833	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	26	7	1602	1610	1754	1812	NW	423	N767NC	112	122	93	-18	-8	BDL	DTW	548	7	12	0	0	Bradley International	Windsor Locks	CT	41.93887417	-72.68322833	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	27	1	1602	1610	1809	1812	NW	423	N776NC	127	122	96	-3	-8	BDL	DTW	548	10	21	0	0	Bradley International	Windsor Locks	CT	41.93887417	-72.68322833	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	28	2	1603	1610	1755	1812	NW	423	N769NC	112	122	91	-17	-7	BDL	DTW	548	9	12	0	0	Bradley International	Windsor Locks	CT	41.93887417	-72.68322833	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	29	3	1629	1610	1822	1812	NW	423	N782NC	113	122	91	10	19	BDL	DTW	548	9	13	0	0	Bradley International	Windsor Locks	CT	41.93887417	-72.68322833	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	30	4	1610	1610	1809	1812	NW	423	N922RW	119	122	95	-3	0	BDL	DTW	548	11	13	0	0	Bradley International	Windsor Locks	CT	41.93887417	-72.68322833	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	31	5	1951	1610	2201	1812	NW	423	N676MC	130	122	88	229	221	BDL	DTW	548	19	23	0	0	Bradley International	Windsor Locks	CT	41.93887417	-72.68322833	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583
2002	5	1	3	1904	1900	1914	1909	NW	423	N783NC	70	69	49	5	4	DTW	MKE	238	4	17	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333
2002	5	2	4	NULL	1900	NULL	1909	NW	423	N603NW	NULL	69	NULL	NULL	NULL	DTW	MKE	238	0	0	1	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333
2002	5	3	5	1900	1900	1859	1909	NW	423	N600TR	59	69	44	-10	0	DTW	MKE	238	5	10	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333
2002	5	4	6	1901	1900	1913	1909	NW	423	N786NC	72	69	45	4	1	DTW	MKE	238	7	20	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333
2002	5	5	7	1922	1900	1924	1909	NW	423	N779NC	62	69	45	15	22	DTW	MKE	238	5	12	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333
2002	5	6	1	1925	1900	1933	1909	NW	423	N548US	68	69	42	24	25	DTW	MKE	238	4	22	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333
2002	5	7	2	1905	1900	1908	1909	NW	423	N773NC	63	69	47	-1	5	DTW	MKE	238	3	13	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333
2002	5	8	3	1912	1900	1930	1909	NW	423	N787NC	78	69	46	21	12	DTW	MKE	238	6	26	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333
2002	5	9	4	1859	1900	1906	1909	NW	423	N762NC	67	69	52	-3	-1	DTW	MKE	238	4	11	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333
2002	5	10	5	1900	1900	1922	1909	NW	423	N778NC	82	69	49	13	0	DTW	MKE	238	10	23	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333
2002	5	11	6	1902	1900	1928	1909	NW	423	N777NC	86	69	53	19	2	DTW	MKE	238	4	29	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333
2002	5	12	7	1923	1900	1925	1909	NW	423	N775NC	62	69	50	16	23	DTW	MKE	238	3	9	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333
2002	5	13	1	1921	1900	1922	1909	NW	423	N784NC	61	69	42	13	21	DTW	MKE	238	4	15	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333
2002	5	14	2	1956	1900	2009	1909	NW	423	N778NC	73	69	46	60	56	DTW	MKE	238	5	22	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333
2002	5	15	3	1943	1900	1946	1909	NW	423	N783NC	63	69	40	37	43	DTW	MKE	238	5	18	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333
2002	5	16	4	1913	1900	1928	1909	NW	423	N772NC	75	69	50	19	13	DTW	MKE	238	4	21	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333
2002	5	17	5	1904	1900	1903	1909	NW	423	N670MC	59	69	48	-6	4	DTW	MKE	238	4	7	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333
2002	5	18	6	2009	1900	1958	1909	NW	423	N777NC	49	69	37	49	69	DTW	MKE	238	4	8	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333
2002	5	19	7	1859	1900	1901	1909	NW	423	N784NC	62	69	47	-8	-1	DTW	MKE	238	3	12	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333
2002	5	20	1	1935	1900	1949	1909	NW	423	N759NW	74	69	41	40	35	DTW	MKE	238	4	29	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333
2002	5	21	2	1858	1900	1900	1909	NW	423	N9334	62	69	41	-9	-2	DTW	MKE	238	10	11	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333
2002	5	22	3	1900	1900	1904	1909	NW	423	N671MC	64	69	40	-5	0	DTW	MKE	238	4	20	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333
2002	5	23	4	1900	1900	1903	1909	NW	423	N676MC	63	69	41	-6	0	DTW	MKE	238	4	18	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333
2002	5	24	5	1900	1900	1909	1909	NW	423	N777NC	69	69	51	0	0	DTW	MKE	238	4	14	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333
2002	5	25	6	1920	1900	1932	1909	NW	423	N778NC	72	69	50	23	20	DTW	MKE	238	5	17	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333
2002	5	26	7	1855	1900	1847	1909	NW	423	N767NC	52	69	38	-22	-5	DTW	MKE	238	4	10	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333
2002	5	27	1	1946	1900	1946	1909	NW	423	N763NC	60	69	43	37	46	DTW	MKE	238	5	12	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333
2002	5	28	2	1855	1900	1853	1909	NW	423	N769NC	58	69	45	-16	-5	DTW	MKE	238	5	8	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333
2002	5	29	3	1904	1900	1859	1909	NW	423	N782NC	55	69	40	-10	4	DTW	MKE	238	3	12	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333
2002	5	30	4	2033	1900	2032	1909	NW	423	N753NW	59	69	42	83	93	DTW	MKE	238	4	13	0	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333
2002	5	31	5	NULL	1900	NULL	1909	NW	423	N752NW	NULL	69	NULL	NULL	NULL	DTW	MKE	238	0	0	1	0	Detroit Metropolitan-Wayne County	Detroit	MI	42.21205889	-83.34883583	General Mitchell International	Milwaukee	WI	42.94722222	-87.89658333
2002	5	1	3	1052	1100	1149	1156	NW	424	N675MC	57	56	36	-7	-8	FSD	MSP	197	10	11	0	0	Joe Foss 	Sioux Falls	SD	43.58135111	-96.74170028	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	2	4	1107	1100	1202	1156	NW	424	N603NW	55	56	41	6	7	FSD	MSP	197	4	10	0	0	Joe Foss 	Sioux Falls	SD	43.58135111	-96.74170028	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	3	5	1058	1100	1217	1156	NW	424	N619NW	79	56	41	21	-2	FSD	MSP	197	4	34	0	0	Joe Foss 	Sioux Falls	SD	43.58135111	-96.74170028	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	4	6	1051	1100	1151	1156	NW	424	N953N	60	56	35	-5	-9	FSD	MSP	197	12	13	0	0	Joe Foss 	Sioux Falls	SD	43.58135111	-96.74170028	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	5	7	1053	1100	1155	1156	NW	424	N8934E	62	56	38	-1	-7	FSD	MSP	197	7	17	0	0	Joe Foss 	Sioux Falls	SD	43.58135111	-96.74170028	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	6	1	1056	1100	1158	1156	NW	424	N299US	62	56	39	2	-4	FSD	MSP	197	5	18	0	0	Joe Foss 	Sioux Falls	SD	43.58135111	-96.74170028	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	7	2	1054	1100	1142	1156	NW	424	N609NW	48	56	35	-14	-6	FSD	MSP	197	3	10	0	0	Joe Foss 	Sioux Falls	SD	43.58135111	-96.74170028	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	8	3	1103	1100	1217	1156	NW	424	N609NW	74	56	55	21	3	FSD	MSP	197	7	12	0	0	Joe Foss 	Sioux Falls	SD	43.58135111	-96.74170028	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	9	4	1058	1100	1147	1156	NW	424	N926RC	49	56	33	-9	-2	FSD	MSP	197	6	10	0	0	Joe Foss 	Sioux Falls	SD	43.58135111	-96.74170028	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	10	5	1053	1100	1154	1156	NW	424	N621NW	61	56	40	-2	-7	FSD	MSP	197	5	16	0	0	Joe Foss 	Sioux Falls	SD	43.58135111	-96.74170028	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	11	6	1055	1100	1152	1156	NW	424	N670MC	57	56	38	-4	-5	FSD	MSP	197	4	15	0	0	Joe Foss 	Sioux Falls	SD	43.58135111	-96.74170028	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
2002	5	12	7	1055	1100	1208	1156	NW	424	N953N	73	56	41	12	-5	FSD	MSP	197	4	28	0	0	Joe Foss 	Sioux Falls	SD	43.58135111	-96.74170028	Minneapolis-St Paul Intl	Minneapolis	MN	44.88054694	-93.2169225
